Dimensions,9,,,,,,,,,,,,,,,,,,
Normalised,5,,,,,,,,,,,,,,,,,,
Evals,1000000,,,,,,,,,,,,,,,,,,
key,dist,emissions,byMD,MDs in use,Time,WalkDels,CycleDels,EvanDels,fixed cost,running cost,actual emissions,actual byMd,Actual MDs in use,Actual Time,Actual WalkDels,Actual CycleDels,Actual EvanDels,Actual fixed cost,Actual running cost
3:2:1:5:1:1:2:2:4,0.306118252,3,2,1,5,1,1,2,2,4,0.480491854,0.44,0.057142857,0.892882733,0.12,1.00E-05,0.32,0.26,0.673759931
3:3:1:3:1:2:1:2:5,0.612909503,3,3,1,3,1,2,1,2,5,0.483234218,0.52,0.142857143,0.584745863,0.12,0.36,0.04,0.35,0.91298582
2:5:1:5:1:1:4:2:3,0.294823307,2,5,1,5,1,1,4,2,3,0.265175171,0.96,0.057142857,0.881174257,0.16,1.00E-05,0.8,0.26,0.589993665
2:3:1:3:1:1:3:4:4,0.429721753,2,3,1,3,1,1,3,4,4,0.387400679,0.6,0.057142857,0.616319663,0.12,1.00E-05,0.48,0.71,0.797246867
2:4:1:2:1:1:2:3:4,0.406257134,2,4,1,2,1,1,2,3,4,0.265240997,0.72,0.114285714,0.289657414,0.08,0.2,0.44,0.45,0.672874944
1:4:1:4:1:3:2:3:4,0.495946068,1,4,1,4,1,3,2,3,4,0.212073226,0.8,0.085714286,0.675351635,1.00E-05,0.48,0.32,0.46,0.726607979
2:5:1:4:1:4:1:2:5,0.667947247,2,5,1,4,1,4,1,2,5,0.424799795,0.92,0.142857143,0.805431965,0.16,0.68,0.08,0.36,0.94616538
1:4:1:2:1:1:4:2:4,0.381746244,1,4,1,2,1,1,4,2,4,0.211337461,0.88,0.057142857,0.323259247,1.00E-05,0.08,0.8,0.42,0.674022923
3:4:1:2:1:2:2:3:5,0.523283304,3,4,1,2,1,2,2,3,5,0.441795236,0.68,0.057142857,0.419381886,1.00E-05,0.36,0.32,0.59,0.88955255
2:4:1:4:1:1:2:3:4,0.414189441,2,4,1,4,1,1,2,3,4,0.298242104,0.68,0.114285714,0.836461027,0.2,0.2,0.28,0.45,0.698805112
1:5:1:5:3:1:3:3:5,0.675254326,1,5,1,5,3,1,3,3,5,0.195030465,1,0.085714286,1,0.48,0.04,0.48,0.62,0.913517239
1:4:1:2:1:2:3:2:3,0.269665201,1,4,1,2,1,2,3,2,3,0.206236843,0.84,0.057142857,0.272384287,1.00E-05,0.36,0.48,0.27,0.534309431
2:5:1:1:1:4:1:3:5,0.622963336,2,5,1,1,1,4,1,3,5,0.310826955,1,0.142857143,0.21755376,1.00E-05,0.88,0.12,0.5,0.896297179
3:3:1:2:1:2:2:2:3,0.273529673,3,3,1,2,1,2,2,2,3,0.467717822,0.48,0.057142857,0.290290429,1.00E-05,0.24,0.24,0.27,0.622484435
2:5:2:3:1:4:1:3:5,0.64002874,2,5,2,3,1,4,1,3,5,0.32775965,1,0.228571429,0.451038973,1.00E-05,0.84,0.16,0.52,0.89046335
3:3:1:5:1:2:2:3:4,0.516621007,3,3,1,5,1,2,2,3,4,0.442662598,0.56,0.114285714,1,0.08,0.24,0.24,0.47,0.844242589
2:3:1:4:2:1:2:3:4,0.387623706,2,3,1,4,2,1,2,3,4,0.27869846,0.6,0.085714286,0.845400127,0.24,1.00E-05,0.36,0.57,0.700528866
1:4:1:2:1:2:2:2:3,0.20492105,1,4,1,2,1,2,2,2,3,0.19569504,0.72,0.057142857,0.279192891,1.00E-05,0.36,0.36,0.27,0.444834468
2:5:1:4:1:3:2:5:5,0.56957351,2,5,1,4,1,3,2,5,5,0.314440777,1,0.171428571,0.714515625,0.04,0.6,0.36,0.9,0.880970512
2:3:1:4:2:1:2:2:4,0.329301964,2,3,1,4,2,1,2,2,4,0.434999646,0.48,0.057142857,0.774306986,0.24,1.00E-05,0.24,0.27,0.66184195
2:5:1:5:1:2:2:3:3,0.358119279,2,5,1,5,1,2,2,3,3,0.230537533,1,0.114285714,1,0.16,0.4,0.44,0.58,0.616032868
3:3:1:5:1:1:1:2:4,0.392746575,3,3,1,5,1,1,1,2,4,0.467684533,0.48,0.085714286,1,0.16,0.12,0.2,0.28,0.730501376
2:4:1:3:1:1:3:4:4,0.44745435,2,4,1,3,1,1,3,4,4,0.280908895,0.8,0.114285714,0.52830747,0.16,1.00E-05,0.64,0.71,0.790365446
2:3:1:5:2:2:1:1:5,0.634827039,2,3,1,5,2,2,1,1,5,0.435380684,0.64,0.114285714,1,0.24,0.4,1.00E-05,0.21,0.898164001
2:5:1:1:1:4:1:3:4,0.431081358,2,5,1,1,1,4,1,3,4,0.221375195,1,0.114285714,0.21200852,1.00E-05,0.88,0.12,0.5,0.662095003
2:4:1:3:1:1:2:3:4,0.416813222,2,4,1,3,1,1,2,3,4,0.282622367,0.72,0.085714286,0.616319663,0.12,0.2,0.4,0.58,0.713305082
2:4:1:4:1:1:3:2:5,0.519835191,2,4,1,4,1,1,3,2,5,0.396704765,0.72,0.085714286,0.766520483,0.16,1.00E-05,0.56,0.42,0.886967443
2:5:1:3:2:1:3:4:5,0.621265283,2,5,1,3,2,1,3,4,5,0.278771836,0.96,0.142857143,0.564105358,0.28,0.16,0.52,0.77,0.930324924
2:5:1:5:1:3:1:4:4,0.546846451,2,5,1,5,1,3,1,4,4,0.276788076,0.92,0.142857143,1,0.12,0.64,0.16,0.68,0.79185541
1:5:1:5:3:2:2:2:4,0.522000375,1,5,1,5,3,2,2,2,4,0.196115606,0.96,0.057142857,1,0.48,0.24,0.24,0.32,0.72120799
1:5:1:5:3:1:3:3:4,0.542373674,1,5,1,5,3,1,3,3,4,0.16126651,1,0.114285714,1,0.48,1.00E-05,0.52,0.6,0.762971201
3:2:1:4:1:1:2:2:4,0.310250704,3,2,1,4,1,1,2,2,4,0.492946522,0.44,0.057142857,0.816312154,0.16,1.00E-05,0.28,0.26,0.678007853
1:4:1:2:1:2:2:2:2,0.186032393,1,4,1,2,1,2,2,2,2,0.179146264,0.72,0.057142857,0.268160374,1.00E-05,0.36,0.36,0.27,0.41673123
2:5:1:3:1:2:4:3:5,0.579554191,2,5,1,3,1,2,4,3,5,0.264505348,1,0.114285714,0.540123612,1.00E-05,0.28,0.72,0.59,0.88069166
2:5:1:2:1:3:2:2:5,0.564065292,2,5,1,2,1,3,2,2,5,0.378570515,0.92,0.114285714,0.394569482,1.00E-05,0.48,0.44,0.44,0.894098199
2:5:1:5:2:2:3:4:5,0.630289468,2,5,1,5,2,2,3,4,5,0.265802058,1,0.142857143,0.973055062,0.24,0.28,0.48,0.74,0.931736024
1:5:2:5:2:3:2:3:5,0.703020154,1,5,2,5,2,3,2,3,5,0.215046562,1,0.228571429,0.968254886,0.24,0.52,0.24,0.51,0.907225478
2:3:1:5:1:1:3:2:5,0.510506017,2,3,1,5,1,1,3,2,5,0.42093464,0.6,0.085714286,0.999742844,0.12,1.00E-05,0.48,0.41,0.898812055
1:4:1:3:1:1:4:3:3,0.361963614,1,4,1,3,1,1,4,3,3,0.192262882,0.88,0.057142857,0.608717119,0.04,1.00E-05,0.84,0.56,0.65518683
2:5:1:4:1:2:3:2:5,0.581322371,2,5,1,4,1,2,3,2,5,0.352766381,0.96,0.142857143,0.835376296,0.08,0.28,0.6,0.44,0.915623873
1:5:1:5:2:1:4:4:3,0.422515856,1,5,1,5,2,1,4,4,3,0.065647249,1,0.028571429,1,0.24,1.00E-05,0.76,0.72,0.655018955
4:1:1:5:1:1:1:1:5,0.540678828,4,1,1,5,1,1,1,1,5,0.672341802,0.12,0.085714286,1,0.08,0.04,1.00E-05,0.14,0.934264875
1:5:1:4:1:2:3:2:4,0.393121967,1,5,1,4,1,2,3,2,4,0.219715601,1,0.142857143,0.684668943,0.16,0.24,0.6,0.44,0.664624054
1:5:1:5:1:2:3:3:5,0.616236815,1,5,1,5,1,2,3,3,5,0.136935483,1,0.085714286,0.888628826,0.04,0.36,0.6,0.6,0.88031153
2:4:1:5:1:1:3:4:4,0.412589995,2,4,1,5,1,1,3,4,4,0.350880706,0.76,0.171428571,1,0.12,1.00E-05,0.64,0.72,0.756029312
2:4:1:5:1:3:1:3:3,0.380018348,2,4,1,5,1,3,1,3,3,0.267334112,0.76,0.114285714,1,0.16,0.52,0.08,0.45,0.637878048
2:3:1:4:1:1:1:2:3,0.223792244,2,3,1,4,1,1,1,2,3,0.274380051,0.56,0.085714286,0.737793787,0.16,0.2,0.2,0.28,0.47005602
2:4:2:5:2:1:1:2:5,0.705024357,2,4,2,5,2,1,1,2,5,0.371218155,0.8,0.228571429,1,0.44,0.16,0.2,0.35,0.97869722
3:5:2:5:2:1:2:3:5,0.880585702,3,5,2,5,2,1,2,3,5,0.451323682,1,0.228571429,1,0.44,0.12,0.44,0.62,1
2:5:1:2:1:3:3:3:3,0.311958063,2,5,1,2,1,3,3,3,3,0.279833235,0.96,0.142857143,0.258354279,1.00E-05,0.48,0.48,0.59,0.585992476
2:3:1:3:1:3:1:3:5,0.673147583,2,3,1,3,1,3,1,3,5,0.354691855,0.64,0.171428571,0.492308922,0.04,0.52,0.08,0.49,0.929606721
2:5:1:2:1:1:4:3:5,0.504839229,2,5,1,2,1,1,4,3,5,0.365835896,0.92,0.114285714,0.253956192,0.12,0.12,0.68,0.58,0.889264844
3:3:1:5:1:2:1:1:5,0.570910848,3,3,1,5,1,2,1,1,5,0.524219934,0.52,0.114285714,1,0.16,0.36,1.00E-05,0.18,0.886656959
2:5:1:5:2:1:4:2:5,0.617359856,2,5,1,5,2,1,4,2,5,0.226107959,1,0.114285714,1,0.24,1.00E-05,0.76,0.44,0.88511331
2:3:1:1:1:2:1:2:4,0.341898686,2,3,1,1,1,2,1,2,4,0.391638641,0.56,0.057142857,0.188851522,1.00E-05,0.36,0.2,0.27,0.687569639
2:4:1:4:1:1:2:3:5,0.55283148,2,4,1,4,1,1,2,3,5,0.360965342,0.8,0.142857143,0.764315242,0.2,0.16,0.44,0.46,0.896452106
2:5:1:5:2:1:4:4:4,0.41399615,2,5,1,5,2,1,4,4,4,0.241308723,0.96,0.085714286,1,0.24,1.00E-05,0.72,0.71,0.716948037
2:4:1:2:1:3:2:3:4,0.393889687,2,4,1,2,1,3,2,3,4,0.262792431,0.88,0.085714286,0.294351413,1.00E-05,0.52,0.36,0.59,0.665531967
2:4:1:2:1:3:2:4:5,0.584048884,2,4,1,2,1,3,2,4,5,0.282575564,0.88,0.142857143,0.224732361,1.00E-05,0.48,0.4,0.76,0.886024226
2:2:1:3:1:2:1:2:4,0.323756351,2,2,1,3,1,2,1,2,4,0.437727517,0.4,0.057142857,0.440571255,1.00E-05,0.32,0.08,0.27,0.666763317
2:2:1:5:1:1:1:1:4,0.369417556,2,2,1,5,1,1,1,1,4,0.42601307,0.28,0.057142857,1,0.16,0.12,1.00E-05,0.14,0.661246896
3:5:2:5:3:1:2:3:5,0.878836096,3,5,2,5,3,1,2,3,5,0.472200873,0.92,0.257142857,1,0.52,0.08,0.32,0.63,1
2:4:1:2:1:1:3:3:3,0.280250238,2,4,1,2,1,1,3,3,3,0.389525001,0.68,0.114285714,0.228068216,0.08,1.00E-05,0.6,0.56,0.630889189
2:4:1:5:1:1:3:5:5,0.639364201,2,4,1,5,1,1,3,5,5,0.335399239,0.88,0.171428571,1,0.12,0.16,0.6,0.89,0.957306505
1:4:1:5:1:1:3:2:3,0.237738769,1,4,1,5,1,1,3,2,3,0.218909461,0.8,0.114285714,1,0.16,1.00E-05,0.64,0.42,0.47757577
3:4:1:5:2:3:1:1:5,0.585800521,3,4,1,5,2,3,1,1,5,0.510280339,0.72,0.142857143,1,0.24,0.48,1.00E-05,0.19,0.892715625
3:3:1:3:1:2:1:3:5,0.539263097,3,3,1,3,1,2,1,3,5,0.614595452,0.52,0.142857143,0.57678351,0.04,0.36,0.12,0.58,0.989876229
3:4:1:5:1:1:2:2:5,0.563372847,3,4,1,5,1,1,2,2,5,0.445864315,0.68,0.114285714,1,0.2,0.16,0.32,0.29,0.90006293
3:4:2:5:3:1:2:3:5,0.78278392,3,4,2,5,3,1,2,3,5,0.453366308,0.8,0.228571429,1,0.48,0.08,0.24,0.62,1
2:3:1:1:1:3:1:2:3,0.281293861,2,3,1,1,1,3,1,2,3,0.332479327,0.56,0.085714286,0.109972436,1.00E-05,0.48,0.08,0.29,0.565680655
3:5:1:5:1:4:1:3:5,0.664722309,3,5,1,5,1,4,1,3,5,0.443113634,0.92,0.142857143,1,0.04,0.68,0.2,0.6,1
1:5:1:5:2:3:1:5:5,0.723265974,1,5,1,5,2,3,1,5,5,0.205547379,1,0.171428571,1,0.28,0.52,0.2,0.94,0.947330954
3:4:1:5:3:1:2:3:5,0.685447427,3,4,1,5,3,1,2,3,5,0.455565728,0.8,0.2,1,0.52,0.04,0.24,0.63,0.999176271
2:3:1:5:1:1:2:3:4,0.355428382,2,3,1,5,1,1,2,3,4,0.431334989,0.48,0.085714286,1,0.16,1.00E-05,0.32,0.56,0.715995425
1:5:1:4:1:3:3:3:4,0.511136688,1,5,1,4,1,3,3,3,4,0.136935483,1,0.085714286,0.662060856,1.00E-05,0.48,0.52,0.61,0.719645584
2:5:1:4:2:1:3:3:4,0.436738085,2,5,1,4,2,1,3,3,4,0.252622447,0.96,0.142857143,0.744306442,0.24,0.08,0.64,0.59,0.709634008
2:5:1:5:1:1:4:3:3,0.342111604,2,5,1,5,1,1,4,3,3,0.289367009,0.96,0.085714286,1,0.12,1.00E-05,0.84,0.56,0.653541059
1:5:1:5:2:4:1:3:4,0.675542546,1,5,1,5,2,4,1,3,4,0.206541482,1,0.114285714,1,0.24,0.68,0.08,0.52,0.861264107
2:5:1:2:1:1:3:2:4,0.388775352,2,5,1,2,1,1,3,2,4,0.326328961,0.96,0.085714286,0.370227117,0.12,0.2,0.64,0.28,0.700770458
2:3:1:2:1:2:1:3:4,0.397085638,2,3,1,2,1,2,1,3,4,0.439115615,0.64,0.142857143,0.381880911,1.00E-05,0.44,0.2,0.46,0.720053564
2:5:1:3:1:4:2:4:4,0.502944475,2,5,1,3,1,4,2,4,4,0.264874639,1,0.142857143,0.595059085,0.04,0.68,0.28,0.75,0.760816238
2:5:1:5:2:3:1:1:3,0.451592235,2,5,1,5,2,3,1,1,3,0.247904489,0.92,0.114285714,1,0.32,0.6,1.00E-05,0.17,0.64409545
2:3:1:5:1:3:1:2:3,0.287267089,2,3,1,5,1,3,1,2,3,0.273799573,0.56,0.085714286,0.977323708,0.04,0.48,0.04,0.3,0.51325849
2:5:1:5:2:1:2:2:5,0.646986905,2,5,1,5,2,1,2,2,5,0.320203366,0.92,0.142857143,1,0.44,0.12,0.36,0.33,0.882833382
2:4:1:5:2:1:1:2:3,0.362119655,2,4,1,5,2,1,1,2,3,0.242685765,0.68,0.114285714,0.994416808,0.4,0.2,0.08,0.31,0.591579108
2:5:1:5:1:2:4:3:5,0.587095527,2,5,1,5,1,2,4,3,5,0.32438187,0.96,0.114285714,1,0.04,0.24,0.68,0.6,0.910449985
2:3:1:4:1:3:1:1:4,0.366001403,2,3,1,4,1,3,1,1,4,0.43574088,0.6,0.057142857,0.769888851,1.00E-05,0.6,1.00E-05,0.14,0.663121667
1:5:1:1:1:1:4:2:4,0.391643433,1,5,1,1,1,1,4,2,4,0.212161209,0.92,0.085714286,0.215264611,1.00E-05,0.2,0.72,0.44,0.672149095
2:4:1:5:1:1:4:4:4,0.385183858,2,4,1,5,1,1,4,4,4,0.233487141,0.88,0.142857143,0.952996598,0.04,0.12,0.72,0.73,0.665706455
2:5:1:4:2:3:1:2:5,0.67391524,2,5,1,4,2,3,1,2,5,0.309996965,0.96,0.142857143,0.753245872,0.32,0.48,0.16,0.36,0.924909826
1:4:1:4:1:3:1:3:4,0.630551779,1,4,1,4,1,3,1,3,4,0.167293963,0.84,0.028571429,0.841103336,0.04,0.6,0.2,0.49,0.81415013
1:4:1:3:1:3:1:3:4,0.438553599,1,4,1,3,1,3,1,3,4,0.198582271,0.8,0.028571429,0.519986488,1.00E-05,0.6,0.2,0.59,0.675725572
2:5:1:4:1:3:2:4:4,0.534525004,2,5,1,4,1,3,2,4,4,0.242324284,0.92,0.114285714,0.863660976,0.04,0.48,0.4,0.75,0.818635195
2:5:1:2:1:2:4:2:3,0.316282244,2,5,1,2,1,2,4,2,3,0.225986083,1,0.085714286,0.234874537,1.00E-05,0.28,0.72,0.44,0.592861458
2:5:1:1:1:1:4:4:3,0.336830494,2,5,1,1,1,1,4,4,3,0.249445482,0.96,0.114285714,0.08395645,1.00E-05,0.08,0.88,0.72,0.648877168
2:5:1:4:1:2:4:3:4,0.414882551,2,5,1,4,1,2,4,3,4,0.239149179,1,0.142857143,0.785919123,0.04,0.28,0.68,0.58,0.705440281
2:3:1:5:1:3:1:2:4,0.390160633,2,3,1,5,1,3,1,2,4,0.380185505,0.64,0.114285714,1,0.12,0.48,0.04,0.32,0.674065304
2:5:1:5:1:2:3:5:5,0.590809947,2,5,1,5,1,2,3,5,5,0.26917266,1,0.142857143,1,0.2,0.24,0.56,0.89,0.89517958
2:3:1:3:1:2:1:2:5,0.598464903,2,3,1,3,1,2,1,2,5,0.427150478,0.48,0.085714286,0.59057317,1.00E-05,0.44,0.04,0.31,0.903354301
2:2:1:5:1:1:2:3:4,0.351351995,2,2,1,5,1,1,2,3,4,0.372959241,0.44,0.028571429,0.882545975,0.08,1.00E-05,0.36,0.56,0.690921391
2:5:1:2:1:4:2:4:5,0.616513025,2,5,1,2,1,4,2,4,5,0.260369808,1,0.142857143,0.283458518,1.00E-05,0.68,0.32,0.76,0.91251713
3:5:1:5:1:3:1:3:5,0.687151227,3,5,1,5,1,3,1,3,5,0.462162234,1,0.2,1,0.2,0.6,0.2,0.49,1
3:5:2:2:1:4:1:3:5,0.907825383,3,5,2,2,1,4,1,3,5,0.459765453,0.96,0.228571429,0.415862557,1.00E-05,0.88,0.08,0.54,1
3:4:1:2:1:3:1:2:4,0.3905881,3,4,1,2,1,3,1,2,4,0.472123454,0.68,0.085714286,0.296164606,1.00E-05,0.6,0.08,0.29,0.73505335
1:4:1:5:1:3:1:2:3,0.318201561,1,4,1,5,1,3,1,2,3,0.16202125,0.84,0.114285714,1,0.2,0.48,0.16,0.3,0.522220607
1:5:1:4:1:2:2:4:5,0.64682668,1,5,1,4,1,2,2,4,5,0.214111978,0.92,0.057142857,0.775692948,0.08,0.44,0.4,0.76,0.922973509
3:2:1:4:1:2:1:2:4,0.351066785,3,2,1,4,1,2,1,2,4,0.452507518,0.44,0.057142857,0.675004762,0.04,0.32,0.08,0.28,0.682389585
1:5:1:4:1:3:2:3:5,0.641643496,1,5,1,4,1,3,2,3,5,0.193015126,1,0.085714286,0.692482943,0.08,0.6,0.32,0.62,0.902761417
3:3:1:3:1:3:1:2:5,0.598797466,3,3,1,3,1,3,1,2,5,0.450120081,0.64,0.114285714,0.593917068,0.12,0.48,0.04,0.3,0.923306285
1:5:1:3:1:2:4:3:4,0.399620182,1,5,1,3,1,2,4,3,4,0.199737475,1,0.085714286,0.645248221,0.08,0.24,0.68,0.58,0.681270431
2:5:1:4:1:2:4:3:5,0.591938083,2,5,1,4,1,2,4,3,5,0.244479351,1,0.142857143,0.757809062,0.08,0.24,0.68,0.6,0.898117076
1:3:1:5:1:1:1:2:3,0.36848105,1,3,1,5,1,1,1,2,3,0.215329205,0.56,0.028571429,1,0.2,0.2,0.16,0.29,0.582550381
1:4:1:5:1:2:2:3:4,0.467049227,1,4,1,5,1,2,2,3,4,0.211515738,0.88,0.057142857,1,0.12,0.4,0.36,0.45,0.694632853
2:4:1:5:3:2:1:2:5,0.662863298,2,4,1,5,3,2,1,2,5,0.346149882,0.84,0.085714286,1,0.52,0.24,0.08,0.34,0.902391967
1:5:1:2:1:4:1:2:3,0.349668127,1,5,1,2,1,4,1,2,3,0.187255327,0.92,0.085714286,0.251030274,1.00E-05,0.72,0.2,0.31,0.55491382
2:4:1:3:1:4:1:2:5,0.630456869,2,4,1,3,1,4,1,2,5,0.398032817,0.88,0.142857143,0.564285196,0.08,0.72,0.08,0.34,0.898622848
2:2:1:1:1:1:1:1:3,0.197203022,2,2,1,1,1,1,1,1,3,0.407877881,0.24,0.057142857,0.210503842,0.12,0.12,1.00E-05,0.13,0.501491585
2:4:1:1:1:1:4:4:5,0.518508752,2,4,1,1,1,1,4,4,5,0.339641276,0.8,0.085714286,0.211917413,1.00E-05,1.00E-05,0.8,0.85,0.912065604
2:5:1:4:1:2:2:3:5,0.592213274,2,5,1,4,1,2,2,3,5,0.289744447,0.92,0.114285714,0.714789402,0.04,0.44,0.44,0.6,0.88017313
1:5:1:5:1:1:3:4:4,0.506353891,1,5,1,5,1,1,3,4,4,0.170990507,1,0.114285714,0.97747423,0.2,0.16,0.64,0.74,0.769234813
2:4:1:4:2:1:3:2:5,0.550223107,2,4,1,4,2,1,3,2,5,0.335882449,0.88,0.114285714,0.763553189,0.24,1.00E-05,0.64,0.42,0.911264253
2:5:1:4:1:3:2:2:3,0.327121807,2,5,1,4,1,3,2,2,3,0.224970329,0.96,0.114285714,0.769639968,0.04,0.48,0.44,0.3,0.586660246
1:5:1:4:1:3:2:4:4,0.55018237,1,5,1,4,1,3,2,4,4,0.21892611,1,0.114285714,0.797044702,0.08,0.56,0.36,0.77,0.791658525
2:5:2:5:3:1:1:2:5,0.818995624,2,5,2,5,3,1,1,2,5,0.359328732,1,0.228571429,1,0.64,0.16,0.2,0.4,1
2:3:1:3:1:3:1:1:4,0.369647153,2,3,1,3,1,3,1,1,4,0.433161144,0.64,0.085714286,0.587791864,0.04,0.6,1.00E-05,0.15,0.665021831
2:5:1:4:2:1:4:3:5,0.564538999,2,5,1,4,2,1,4,3,5,0.24979143,0.96,0.142857143,0.683397935,0.24,1.00E-05,0.72,0.59,0.885616913
3:4:1:5:1:1:2:2:4,0.397095817,3,4,1,5,1,1,2,2,4,0.454737981,0.72,0.085714286,1,0.2,0.08,0.44,0.28,0.730846425
2:4:1:3:1:3:1:3:3,0.359002255,2,4,1,3,1,3,1,3,3,0.23061494,0.88,0.142857143,0.46399285,0.12,0.6,0.16,0.45,0.601394343
1:4:1:5:2:2:2:3:4,0.524211171,1,4,1,5,2,2,2,3,4,0.215550265,0.88,0.085714286,1,0.24,0.28,0.36,0.46,0.766867782
2:5:1:2:1:5:1:2:3,0.375471486,2,5,1,2,1,5,1,2,3,0.270796922,0.96,0.142857143,0.40702757,1.00E-05,0.92,0.04,0.33,0.60949861
1:4:1:5:1:1:4:4:4,0.414929312,1,4,1,5,1,1,4,4,4,0.189149592,0.88,0.028571429,1,0.12,1.00E-05,0.76,0.71,0.710131901
2:4:1:3:1:2:3:3:3,0.324535582,2,4,1,3,1,2,3,3,3,0.248106447,0.84,0.085714286,0.613819898,1.00E-05,0.36,0.48,0.57,0.588356852
2:4:1:4:1:3:2:5:5,0.71132648,2,4,1,4,1,3,2,5,5,0.236941173,0.88,0.085714286,0.766520483,0.04,0.48,0.36,1,1
2:5:1:1:1:2:4:2:4,0.365147924,2,5,1,1,1,2,4,2,4,0.314248588,0.96,0.085714286,0.150456414,1.00E-05,0.24,0.72,0.42,0.696563184
2:5:1:3:1:3:1:3:4,0.433692621,2,5,1,3,1,3,1,3,4,0.240709077,0.92,0.171428571,0.46399285,0.12,0.6,0.2,0.6,0.695918283
1:4:1:2:1:1:4:3:3,0.297425678,1,4,1,2,1,1,4,3,3,0.21892091,0.84,0.057142857,0.336976272,1.00E-05,1.00E-05,0.84,0.55,0.605022729
1:5:1:5:1:4:1:3:3,0.427232921,1,5,1,5,1,4,1,3,3,0.208480415,1,0.114285714,1,0.08,0.72,0.2,0.45,0.658120571
1:4:1:2:1:1:3:3:4,0.409147667,1,4,1,2,1,1,3,3,4,0.206319066,0.88,0.114285714,0.435091605,0.16,0.16,0.56,0.59,0.677534939
2:3:1:2:1:1:2:3:3,0.290254826,2,3,1,2,1,1,2,3,3,0.428114474,0.48,0.114285714,0.237485965,0.12,1.00E-05,0.36,0.56,0.654312022
3:5:2:5:1:2:3:4:5,0.960245925,3,5,2,5,1,2,3,4,5,0.507085165,0.96,0.257142857,1,0.2,0.28,0.48,0.78,1
2:2:1:2:1:2:1:1:4,0.393146129,2,2,1,2,1,2,1,1,4,0.384162928,0.44,0.057142857,0.298153781,1.00E-05,0.44,1.00E-05,0.16,0.661084327
3:1:1:4:1:1:1:2:4,0.290832933,3,1,1,4,1,1,1,2,4,0.546571993,0.12,0.057142857,0.77717745,0.08,1.00E-05,0.04,0.26,0.672593883
1:5:1:1:1:2:4:3:3,0.302829322,1,5,1,1,1,2,4,3,3,0.186898348,1,0.057142857,0.192551849,1.00E-05,0.28,0.72,0.57,0.565876397
1:4:1:1:1:1:4:2:4,0.376636949,1,4,1,1,1,1,4,2,4,0.213873545,0.84,0.085714286,0.147134949,1.00E-05,0.12,0.72,0.42,0.667548627
2:3:1:5:2:2:1:3:4,0.506018001,2,3,1,5,2,2,1,3,4,0.388300271,0.64,0.142857143,1,0.28,0.28,0.08,0.46,0.804580014
3:1:1:3:1:1:1:2:3,0.235204398,3,1,1,3,1,1,1,2,3,0.451514548,0.12,0.057142857,0.507235162,0.04,1.00E-05,0.08,0.26,0.580513511
2:3:1:5:1:1:2:2:5,0.544855703,2,3,1,5,1,1,2,2,5,0.352728571,0.56,0.085714286,1,0.12,0.04,0.4,0.43,0.889464455
2:5:2:2:1:3:3:4:5,0.765083026,2,5,2,2,1,3,3,4,5,0.292900831,1,0.228571429,0.359791753,1.00E-05,0.52,0.48,0.8,1
2:4:1:5:1:2:2:3:3,0.341249756,2,4,1,5,1,2,2,3,3,0.295623574,0.88,0.142857143,1,0.08,0.4,0.4,0.45,0.61504538
1:4:1:4:1:2:3:2:3,0.313738394,1,4,1,4,1,2,3,2,3,0.198582271,0.84,0.028571429,0.838555492,0.04,0.28,0.52,0.28,0.557934336
3:4:1:2:1:1:3:2:4,0.391465005,3,4,1,2,1,1,3,2,4,0.484777031,0.68,0.085714286,0.313036042,0.08,0.08,0.52,0.28,0.743719104
2:5:2:2:1:4:1:2:4,0.621654697,2,5,2,2,1,4,1,2,4,0.363744159,1,0.228571429,0.395130502,0.08,0.72,0.2,0.38,0.878864201
1:5:1:5:2:3:1:2:3,0.390511318,1,5,1,5,2,3,1,2,3,0.190194456,0.92,0.085714286,1,0.28,0.48,0.16,0.31,0.589259492
2:5:1:3:1:4:2:3:5,0.606707188,2,5,1,3,1,4,2,3,5,0.301604814,1,0.142857143,0.647439945,0.04,0.68,0.28,0.62,0.887356801
1:5:1:5:2:3:1:4:4,0.658542602,1,5,1,5,2,3,1,4,4,0.205547379,1,0.171428571,1,0.28,0.52,0.2,0.79,0.868044824
2:4:1:5:1:4:1:3:4,0.483156178,2,4,1,5,1,4,1,3,4,0.252618853,0.84,0.085714286,0.963203228,0.04,0.68,0.12,0.47,0.714421976
2:5:1:1:1:3:2:2:4,0.405132908,2,5,1,1,1,3,2,2,4,0.314890768,0.96,0.114285714,0.191394274,1.00E-05,0.6,0.36,0.44,0.6970699
2:4:1:1:1:3:2:5:5,0.643915204,2,4,1,1,1,3,2,5,5,0.236941173,0.88,0.085714286,0.152157724,1.00E-05,0.52,0.36,1,0.971495731
2:4:1:4:1:4:1:2:3,0.308346932,2,4,1,4,1,4,1,2,3,0.266272805,0.72,0.057142857,0.667241969,1.00E-05,0.68,0.04,0.29,0.550085441
2:5:1:3:1:2:4:4:4,0.503986517,2,5,1,3,1,2,4,4,4,0.260413337,1,0.114285714,0.457507415,1.00E-05,0.24,0.76,0.72,0.824215095
1:4:1:5:1:3:2:3:3,0.410769455,1,4,1,5,1,3,2,3,3,0.218335129,0.88,0.057142857,0.896756793,0.12,0.52,0.24,0.45,0.642658513
