0,1,2,3,4,5,6,7,8,9,,,,,,,
D,2864.035547,T,2656,cBag=3.034829327288833,,,,,,,,,,,,
D,2537.987167,T,2491,cBag=3.1239390581517315,,,,,,,,,,,,
D,2624.023618,T,3256,cBag=2.493484417736176,,,,,,,,,,,,
D,2469.775159,T,2779,cBag=3.328947882511068,,,,,,,,,,,,
D,2676.959809,T,2760,cBag=2.719006043771047,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,P-n55-k15.vrp,n,21,obj0Min,2447.719719,obj0Max,2862.420292,obj1Min,2836,obj1Max,3447,obj2Min,3.560159862,obj2Max,5.884374702
D,2614.924703,T,3099,cBag=4.351004021399406,,,,,,,,,,,,
D,2761.816205,T,2850,cBag=5.264042702451867,,,,,,,,,,,,
D,2781.50015,T,2840,cBag=5.106943874781156,,,,,,,,,,,,
D,2549.843095,T,3280,cBag=3.74887873523762,,,,,,,,,,,,
D,2447.719719,T,3447,cBag=3.926855285171822,,,,,,,,,,,,
D,2703.576402,T,2836,cBag=5.88437470160804,,,,,,,,,,,,
D,2719.773273,T,2882,cBag=5.580243256187619,,,,,,,,,,,,
D,2480.65271,T,3403,cBag=3.7647182025617507,,,,,,,,,,,,
D,2540.49799,T,3154,cBag=3.881034803044024,,,,,,,,,,,,
D,2501.727278,T,3265,cBag=4.212765922732875,,,,,,,,,,,,
D,2586.099692,T,3257,cBag=3.748535186108558,,,,,,,,,,,,
D,2729.337374,T,2837,cBag=5.5726799162362335,,,,,,,,,,,,
D,2516.026789,T,3433,cBag=3.6170586701280056,,,,,,,,,,,,
D,2623.869963,T,3081,cBag=3.718994995827692,,,,,,,,,,,,
D,2862.420292,T,2857,cBag=3.702786155608832,,,,,,,,,,,,
D,2802.449373,T,2969,cBag=3.5601598623920676,,,,,,,,,,,,
D,2753.768021,T,3382,cBag=3.633964355522266,,,,,,,,,,,,
D,2675.424313,T,2889,cBag=3.6879315207337564,,,,,,,,,,,,
D,2494.232329,T,3095,cBag=4.494074071501497,,,,,,,,,,,,
D,2669.408653,T,3018,cBag=4.656353946604599,,,,,,,,,,,,
D,2608.86386,T,3173,cBag=3.7349683989172187,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,P-n60-k10.vrp,n,17,obj0Min,2639.253148,obj0Max,3296.089254,obj1Min,3115,obj1Max,4001,obj2Min,2.427581071,obj2Max,2.880959279
D,2957.013507,T,3241,cBag=2.612143368899115,,,,,,,,,,,,
D,2974.425835,T,3115,cBag=2.8809592792958263,,,,,,,,,,,,
D,2884.782032,T,3245,cBag=2.605396382511187,,,,,,,,,,,,
D,2863.697357,T,3252,cBag=2.6044555473731594,,,,,,,,,,,,
D,3296.089254,T,3186,cBag=2.637427198158338,,,,,,,,,,,,
D,2849.138767,T,3181,cBag=2.7350522360556977,,,,,,,,,,,,
D,2720.607614,T,3420,cBag=2.474701138255306,,,,,,,,,,,,
D,2690.546254,T,3666,cBag=2.5149858128532583,,,,,,,,,,,,
D,2690.693926,T,3586,cBag=2.50089170133764,,,,,,,,,,,,
D,2833.865311,T,3311,cBag=2.467162470403387,,,,,,,,,,,,
D,2686.479267,T,4001,cBag=2.718269906708014,,,,,,,,,,,,
D,2719.488625,T,3453,cBag=2.480405792920802,,,,,,,,,,,,
D,2701.652152,T,3308,cBag=2.5976131409477516,,,,,,,,,,,,
D,2639.253148,T,3399,cBag=2.7518453424539593,,,,,,,,,,,,
D,2958.083565,T,3146,cBag=2.740119732864727,,,,,,,,,,,,
D,2687.124282,T,3613,cBag=2.6499061208552046,,,,,,,,,,,,
D,3125.443881,T,3736,cBag=2.4275810705774923,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,P-n60-k15.vrp,n,4,obj0Min,2732.535787,obj0Max,2833.659712,obj1Min,2878,obj1Max,3504,obj2Min,3.169610394,obj2Max,3.248065862
D,2755.071675,T,3504,cBag=3.2161758253636665,,,,,,,,,,,,
D,2833.659712,T,3194,cBag=3.169610393582575,,,,,,,,,,,,
D,2785.403242,T,3273,cBag=3.1785645319734317,,,,,,,,,,,,
D,2732.535787,T,2878,cBag=3.248065861581041,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,P-n65-k10.vrp,n,4,obj0Min,2968.59902,obj0Max,3599.872798,obj1Min,3263,obj1Max,4375,obj2Min,2.423121507,obj2Max,3.020776116
D,2968.59902,T,4375,cBag=3.0207761159442454,,,,,,,,,,,,
D,2990.391428,T,3269,cBag=2.437798028779672,,,,,,,,,,,,
D,3133.828011,T,3263,cBag=2.9887267246186435,,,,,,,,,,,,
D,3599.872798,T,3643,cBag=2.423121507283031,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,P-n70-k10.vrp,n,15,obj0Min,3380.455626,obj0Max,3989.373409,obj1Min,3868,obj1Max,4827,obj2Min,2.427867383,obj2Max,3.117266674
D,3380.94994,T,4547,cBag=3.1172666739925754,,,,,,,,,,,,
D,3380.455626,T,4583,cBag=2.7479918569702644,,,,,,,,,,,,
D,3803.45941,T,3945,cBag=2.563598439449232,,,,,,,,,,,,
D,3863.984615,T,3920,cBag=2.5651837014165526,,,,,,,,,,,,
D,3486.300541,T,4198,cBag=2.5738744579487327,,,,,,,,,,,,
D,3403.774539,T,4827,cBag=2.6623317753365945,,,,,,,,,,,,
D,3621.846625,T,4007,cBag=2.4319543451482364,,,,,,,,,,,,
D,3496.77265,T,4027,cBag=2.923474790570611,,,,,,,,,,,,
D,3477.183515,T,4458,cBag=2.4877612119068946,,,,,,,,,,,,
D,3471.280389,T,4559,cBag=2.502619806159783,,,,,,,,,,,,
D,3411.568863,T,4229,cBag=2.5719372101528157,,,,,,,,,,,,
D,3989.373409,T,3975,cBag=2.459829922986638,,,,,,,,,,,,
D,3645.025042,T,3979,cBag=2.4297547067102765,,,,,,,,,,,,
D,3502.477558,T,4050,cBag=2.4278673833505744,,,,,,,,,,,,
D,3559.079242,T,3868,cBag=2.9048075181696795,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,P-n76-k4.vrp,n,16,obj0Min,3400.88854,obj0Max,3712.953408,obj1Min,3607,obj1Max,4235,obj2Min,1.837659103,obj2Max,2.170023738
D,3674.462379,T,3820,cBag=1.95741356186595,,,,,,,,,,,,
D,3703.142914,T,3735,cBag=1.9474103525621433,,,,,,,,,,,,
D,3626.224937,T,3769,cBag=2.066032490972561,,,,,,,,,,,,
D,3640.276744,T,3650,cBag=2.1700237382895247,,,,,,,,,,,,
D,3711.436213,T,3607,cBag=2.169822607694776,,,,,,,,,,,,
D,3712.953408,T,3721,cBag=1.9461990826807478,,,,,,,,,,,,
D,3663.45528,T,3857,cBag=1.9618946244243887,,,,,,,,,,,,
D,3650.833556,T,3860,cBag=1.9612518519271205,,,,,,,,,,,,
D,3600.950299,T,3846,cBag=2.0751548277151812,,,,,,,,,,,,
D,3400.88854,T,4235,cBag=2.11503222809891,,,,,,,,,,,,
D,3570.658263,T,3884,cBag=1.837659103184976,,,,,,,,,,,,
D,3424.562004,T,4175,cBag=1.9880306117834892,,,,,,,,,,,,
D,3547.215509,T,4019,cBag=1.8554429725834038,,,,,,,,,,,,
D,3440.808871,T,4086,cBag=1.9763743679795327,,,,,,,,,,,,
D,3499.136423,T,4027,cBag=1.9727265113829329,,,,,,,,,,,,
D,3530.423574,T,3912,cBag=1.958548063151099,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,P-n76-k5.vrp,n,17,obj0Min,3235.036309,obj0Max,3842.003999,obj1Min,3686,obj1Max,4909,obj2Min,1.845391839,obj2Max,2.440102088
D,3842.003999,T,3778,cBag=1.8453918386374337,,,,,,,,,,,,
D,3714.135587,T,3934,cBag=1.857297554058157,,,,,,,,,,,,
D,3792.350304,T,3686,cBag=2.0681121594889307,,,,,,,,,,,,
D,3730.969954,T,3906,cBag=1.8546359858251094,,,,,,,,,,,,
D,3709.561586,T,3884,cBag=1.9698084351267562,,,,,,,,,,,,
D,3800.265899,T,3799,cBag=1.9651254473167161,,,,,,,,,,,,
D,3694.285175,T,4539,cBag=2.0645391242659565,,,,,,,,,,,,
D,3319.245829,T,4358,cBag=2.1260643416036245,,,,,,,,,,,,
D,3473.806542,T,3960,cBag=2.321433552318338,,,,,,,,,,,,
D,3411.276264,T,4078,cBag=2.213137333489565,,,,,,,,,,,,
D,3452.865305,T,3853,cBag=2.4241827277996615,,,,,,,,,,,,
D,3391.831758,T,4297,cBag=2.243580876631869,,,,,,,,,,,,
D,3312.432028,T,4803,cBag=2.4311983484360544,,,,,,,,,,,,
D,3399.567217,T,4291,cBag=2.1231300325089393,,,,,,,,,,,,
D,3400.407113,T,4253,cBag=2.1176302289135824,,,,,,,,,,,,
D,3235.036309,T,4909,cBag=2.440102088121997,,,,,,,,,,,,
D,3457.128134,T,4031,cBag=2.0899442754335444,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,6,P-n101-k4.vrp,n,7,obj0Min,5040.619364,obj0Max,5821.292773,obj1Min,5535,obj1Max,6172,obj2Min,2.5493298,obj2Max,3.340554427
D,5821.292773,T,5535,cBag=2.6886771292621847,,,,,,,,,,,,
D,5317.327586,T,5671,cBag=2.5544083179036936,,,,,,,,,,,,
D,5342.977391,T,5647,cBag=3.340554427086543,,,,,,,,,,,,
D,5125.836314,T,5746,cBag=2.5493298002284526,,,,,,,,,,,,
D,5046.059056,T,5702,cBag=2.6493751094299305,,,,,,,,,,,,
D,5040.619364,T,6172,cBag=2.7134104701977217,,,,,,,,,,,,
D,5204.316262,T,5684,cBag=2.659605625939348,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n32-k5.vrp,n,4,obj0Min,2340.536894,obj0Max,3248.007705,obj1Min,2165,obj1Max,2547,obj2Min,4.310348333,obj2Max,5.709572475
D,3194.22833,T,2456,cBag=5.709572474775879,,,,,,,,,,,,
D,3214.664435,T,2165,cBag=4.773453021588967,,,,,,,,,,,,
D,3248.007705,T,2346,cBag=4.4712607352964575,,,,,,,,,,,,
D,2340.536894,T,2547,cBag=4.3103483331480605,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n33-k5.vrp,n,14,obj0Min,1888.327448,obj0Max,2583.160714,obj1Min,2211,obj1Max,2863,obj2Min,3.72338521,obj2Max,5.226835794
D,2085.313343,T,2369,cBag=4.18336695329573,,,,,,,,,,,,
D,2080.114692,T,2380,cBag=4.186935916911541,,,,,,,,,,,,
D,2117.698314,T,2375,cBag=3.826840140716615,,,,,,,,,,,,
D,2196.550467,T,2266,cBag=3.798646647115984,,,,,,,,,,,,
D,1924.802384,T,2644,cBag=3.896865199416908,,,,,,,,,,,,
D,2039.049265,T,2263,cBag=5.226835793616348,,,,,,,,,,,,
D,2198.159793,T,2211,cBag=4.509831156452036,,,,,,,,,,,,
D,1888.327448,T,2658,cBag=4.261287693692035,,,,,,,,,,,,
D,2000.89729,T,2632,cBag=3.911446149970666,,,,,,,,,,,,
D,2060.601506,T,2533,cBag=3.882713847894237,,,,,,,,,,,,
D,2053.680444,T,2563,cBag=4.997490161429442,,,,,,,,,,,,
D,2074.366675,T,2484,cBag=4.5997778049703895,,,,,,,,,,,,
D,2583.160714,T,2692,cBag=3.723385209714838,,,,,,,,,,,,
D,1905.587842,T,2863,cBag=3.9900308911642455,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n33-k6.vrp,n,9,obj0Min,1986.45999,obj0Max,2368.454646,obj1Min,2160,obj1Max,2839,obj2Min,3.427240413,obj2Max,5.272488834
D,2355.215667,T,2178,cBag=3.4365253844826467,,,,,,,,,,,,
D,2362.420396,T,2162,cBag=3.432168551339793,,,,,,,,,,,,
D,1986.45999,T,2839,cBag=4.510565284236742,,,,,,,,,,,,
D,2368.454646,T,2160,cBag=3.432734184171892,,,,,,,,,,,,
D,2292.04936,T,2261,cBag=3.453548567718904,,,,,,,,,,,,
D,2043.624889,T,2743,cBag=3.5780112976371585,,,,,,,,,,,,
D,2018.668697,T,2705,cBag=3.861708387239906,,,,,,,,,,,,
D,2043.906524,T,2335,cBag=3.4272404126677136,,,,,,,,,,,,
D,2193.303068,T,2319,cBag=5.272488833595633,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n34-k5.vrp,n,11,obj0Min,2219.509207,obj0Max,2793.981746,obj1Min,2048,obj1Max,3326,obj2Min,3.660765824,obj2Max,5.187136038
D,2389.000854,T,2691,cBag=4.273289347548628,,,,,,,,,,,,
D,2396.401886,T,2835,cBag=3.9812587406673323,,,,,,,,,,,,
D,2392.843625,T,2467,cBag=4.176875443660392,,,,,,,,,,,,
D,2314.793444,T,3033,cBag=4.403110506365869,,,,,,,,,,,,
D,2483.528634,T,2438,cBag=3.8308105437560798,,,,,,,,,,,,
D,2793.981746,T,2048,cBag=3.740208400685774,,,,,,,,,,,,
D,2396.905695,T,2691,cBag=3.9187781877333743,,,,,,,,,,,,
D,2366.467925,T,2732,cBag=4.285384233096289,,,,,,,,,,,,
D,2219.509207,T,3252,cBag=5.187136037510998,,,,,,,,,,,,
D,2558.566489,T,2823,cBag=3.6607658244917354,,,,,,,,,,,,
D,2238.456564,T,3326,cBag=4.511085691332584,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n36-k5.vrp,n,9,obj0Min,2709.249929,obj0Max,3369.899831,obj1Min,2779,obj1Max,3523,obj2Min,4.298237291,obj2Max,5.083482377
D,2767.162513,T,3114,cBag=4.36777831220631,,,,,,,,,,,,
D,2768.776226,T,3073,cBag=4.349653435499734,,,,,,,,,,,,
D,2755.401357,T,2990,cBag=4.6795971918897,,,,,,,,,,,,
D,2709.249929,T,3523,cBag=4.9085571077875425,,,,,,,,,,,,
D,2896.654147,T,2886,cBag=5.040969536716771,,,,,,,,,,,,
D,2851.449129,T,2958,cBag=5.06158268807047,,,,,,,,,,,,
D,3228.198381,T,2786,cBag=5.083482376790008,,,,,,,,,,,,
D,3369.899831,T,2779,cBag=4.746783439500242,,,,,,,,,,,,
D,2960.862245,T,2847,cBag=4.2982372910185775,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n37-k5.vrp,n,12,obj0Min,2291.473058,obj0Max,2708.821418,obj1Min,2246,obj1Max,3307,obj2Min,4.320528576,obj2Max,5.507376776
D,2708.821418,T,2452,cBag=4.401307385442375,,,,,,,,,,,,
D,2626.646729,T,2400,cBag=4.7550802635298535,,,,,,,,,,,,
D,2291.473058,T,3307,cBag=5.507376775798997,,,,,,,,,,,,
D,2360.734167,T,2700,cBag=4.826058716428498,,,,,,,,,,,,
D,2293.826453,T,2719,cBag=4.816161412763436,,,,,,,,,,,,
D,2381.927518,T,2682,cBag=4.420357542161857,,,,,,,,,,,,
D,2372.273869,T,2703,cBag=4.427901824704497,,,,,,,,,,,,
D,2442.444652,T,2449,cBag=4.726206447893442,,,,,,,,,,,,
D,2426.27784,T,2246,cBag=5.024753089106113,,,,,,,,,,,,
D,2348.918957,T,2715,cBag=4.427084810605102,,,,,,,,,,,,
D,2305.622579,T,2691,cBag=5.208741625988059,,,,,,,,,,,,
D,2393.633594,T,2472,cBag=4.320528576027186,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n37-k6.vrp,n,13,obj0Min,2896.137926,obj0Max,3216.808927,obj1Min,3061,obj1Max,3747,obj2Min,4.026868671,obj2Max,4.681882231
D,2896.137926,T,3747,cBag=4.498680942686941,,,,,,,,,,,,
D,2961.451792,T,3545,cBag=4.153490981877694,,,,,,,,,,,,
D,2911.113458,T,3658,cBag=4.470526797608076,,,,,,,,,,,,
D,2930.751349,T,3608,cBag=4.16929457509604,,,,,,,,,,,,
D,2941.813902,T,3595,cBag=4.454723204389732,,,,,,,,,,,,
D,3207.342631,T,3113,cBag=4.052384364531263,,,,,,,,,,,,
D,3074.488398,T,3118,cBag=4.026868671154633,,,,,,,,,,,,
D,3071.792261,T,3194,cBag=4.052981920313838,,,,,,,,,,,,
D,3046.998259,T,3307,cBag=4.3752610461491,,,,,,,,,,,,
D,3216.808927,T,3061,cBag=4.323801130713103,,,,,,,,,,,,
D,3124.1986,T,3096,cBag=4.317072344248684,,,,,,,,,,,,
D,3014.298047,T,3380,cBag=4.681882230597376,,,,,,,,,,,,
D,3035.784281,T,3458,cBag=4.425941685666806,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n38-k5.vrp,n,16,obj0Min,2425.992129,obj0Max,2990.688268,obj1Min,2642,obj1Max,3281,obj2Min,4.068005254,obj2Max,6.375553179
D,2843.476865,T,3281,cBag=4.101635744756929,,,,,,,,,,,,
D,2853.973453,T,2802,cBag=4.245976910514493,,,,,,,,,,,,
D,2491.19902,T,3069,cBag=5.291622214801589,,,,,,,,,,,,
D,2509.189169,T,3093,cBag=4.624064724998131,,,,,,,,,,,,
D,2533.575497,T,2832,cBag=4.862428967150092,,,,,,,,,,,,
D,2781.992129,T,2653,cBag=4.507470018792405,,,,,,,,,,,,
D,2737.608121,T,2923,cBag=4.608940021090243,,,,,,,,,,,,
D,2782.14527,T,2642,cBag=4.50293346494578,,,,,,,,,,,,
D,2772.894599,T,2805,cBag=5.250371451258938,,,,,,,,,,,,
D,2742.562174,T,2914,cBag=4.606402857212271,,,,,,,,,,,,
D,2456.734319,T,3205,cBag=4.6578750839060525,,,,,,,,,,,,
D,2425.992129,T,3254,cBag=6.375553179008015,,,,,,,,,,,,
D,2683.730309,T,2946,cBag=4.264441675884591,,,,,,,,,,,,
D,2596.237918,T,3027,cBag=4.276839576780406,,,,,,,,,,,,
D,2563.341366,T,3007,cBag=4.601478045473125,,,,,,,,,,,,
D,2990.688268,T,3114,cBag=4.068005254265908,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n39-k5.vrp,n,17,obj0Min,2638.15706,obj0Max,3139.549943,obj1Min,3002,obj1Max,3747,obj2Min,4.479735703,obj2Max,5.475725592
D,3112.378123,T,3002,cBag=5.137996295606013,,,,,,,,,,,,
D,2934.556832,T,3233,cBag=4.50093294595535,,,,,,,,,,,,
D,2991.338781,T,3074,cBag=5.138498183925382,,,,,,,,,,,,
D,2968.997213,T,3155,cBag=5.167100366058581,,,,,,,,,,,,
D,2865.360876,T,3391,cBag=4.895678363153729,,,,,,,,,,,,
D,2812.290833,T,3196,cBag=5.145764268421563,,,,,,,,,,,,
D,3139.549943,T,3066,cBag=4.481110196463165,,,,,,,,,,,,
D,2895.715098,T,3344,cBag=4.5381024556975715,,,,,,,,,,,,
D,3090.425156,T,3125,cBag=4.493852091113673,,,,,,,,,,,,
D,2992.551221,T,3189,cBag=4.496691563850727,,,,,,,,,,,,
D,3005.764605,T,3141,cBag=4.479735702739421,,,,,,,,,,,,
D,2741.652952,T,3398,cBag=4.868154516671232,,,,,,,,,,,,
D,2638.15706,T,3747,cBag=4.989609212613996,,,,,,,,,,,,
D,2889.233806,T,3360,cBag=4.888506011150333,,,,,,,,,,,,
D,2974.099624,T,3065,cBag=5.475725591523589,,,,,,,,,,,,
D,2724.308371,T,3413,cBag=5.215461219841672,,,,,,,,,,,,
D,2929.920339,T,3233,cBag=4.845054062446565,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n39-k6.vrp,n,16,obj0Min,2774.081911,obj0Max,3224.103485,obj1Min,2825,obj1Max,3801,obj2Min,4.3239926,obj2Max,5.301079056
D,2876.517055,T,2825,cBag=4.5200617783165455,,,,,,,,,,,,
D,2774.66071,T,3328,cBag=5.000447344290258,,,,,,,,,,,,
D,2829.385934,T,2830,cBag=4.823266452905092,,,,,,,,,,,,
D,2857.513281,T,3022,cBag=4.590739646264842,,,,,,,,,,,,
D,2821.213032,T,3294,cBag=4.997874381703132,,,,,,,,,,,,
D,2774.081911,T,3299,cBag=5.301079056291678,,,,,,,,,,,,
D,2871.947238,T,3196,cBag=4.348322864624409,,,,,,,,,,,,
D,2825.697666,T,3514,cBag=4.458947959955091,,,,,,,,,,,,
D,2938.550669,T,3162,cBag=4.350209939615706,,,,,,,,,,,,
D,3000.43767,T,3128,cBag=4.351047922720479,,,,,,,,,,,,
D,3010.816118,T,3122,cBag=4.351075068056213,,,,,,,,,,,,
D,2972.487565,T,3145,cBag=4.3512947624605625,,,,,,,,,,,,
D,3147.895646,T,3119,cBag=4.380425457363986,,,,,,,,,,,,
D,3224.103485,T,2926,cBag=4.323992600210301,,,,,,,,,,,,
D,3173.559229,T,3800,cBag=4.333282185857053,,,,,,,,,,,,
D,3149.512656,T,3801,cBag=4.328313651719077,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n44-k7.vrp,n,13,obj0Min,3224.196963,obj0Max,3819.290122,obj1Min,3624,obj1Max,4038,obj2Min,4.332560625,obj2Max,5.508170078
D,3634.987582,T,3649,cBag=5.191392187947348,,,,,,,,,,,,
D,3459.686379,T,3783,cBag=4.626988256675756,,,,,,,,,,,,
D,3819.290122,T,3624,cBag=5.508170077627322,,,,,,,,,,,,
D,3531.131409,T,4038,cBag=4.4434076751362115,,,,,,,,,,,,
D,3557.910149,T,3773,cBag=4.355921907858968,,,,,,,,,,,,
D,3595.350557,T,3695,cBag=4.911677219634828,,,,,,,,,,,,
D,3263.835703,T,3947,cBag=4.6443311882235445,,,,,,,,,,,,
D,3678.624053,T,3657,cBag=4.627717568679525,,,,,,,,,,,,
D,3700.814987,T,3650,cBag=4.34209711130799,,,,,,,,,,,,
D,3640.679968,T,3658,cBag=4.332560624994135,,,,,,,,,,,,
D,3284.283168,T,3907,cBag=4.634493211628506,,,,,,,,,,,,
D,3226.210737,T,3907,cBag=4.910292379370375,,,,,,,,,,,,
D,3224.196963,T,3964,cBag=4.929879025734373,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n45-k6.vrp,n,21,obj0Min,3537.68391,obj0Max,4452.484199,obj1Min,3284,obj1Max,5057,obj2Min,4.382821788,obj2Max,5.527028515
D,4452.484199,T,3914,cBag=4.41102976614208,,,,,,,,,,,,
D,4225.157997,T,4105,cBag=4.4305960971741705,,,,,,,,,,,,
D,4177.161616,T,3284,cBag=5.527028514521805,,,,,,,,,,,,
D,3933.617789,T,3518,cBag=4.451658147274491,,,,,,,,,,,,
D,3765.754842,T,4233,cBag=4.6596851879870576,,,,,,,,,,,,
D,4046.944225,T,3462,cBag=4.455130648118442,,,,,,,,,,,,
D,3913.971525,T,3618,cBag=4.481508715641632,,,,,,,,,,,,
D,3894.981435,T,3613,cBag=5.029195325214819,,,,,,,,,,,,
D,3907.523842,T,3750,cBag=4.801315833856507,,,,,,,,,,,,
D,4001.626244,T,4183,cBag=4.412799781712592,,,,,,,,,,,,
D,4041.568825,T,3347,cBag=4.691844102090084,,,,,,,,,,,,
D,3757.351903,T,4274,cBag=4.395295400699011,,,,,,,,,,,,
D,3620.62667,T,4317,cBag=4.382821788270812,,,,,,,,,,,,
D,3568.775793,T,4425,cBag=4.685576336962415,,,,,,,,,,,,
D,3677.569738,T,4279,cBag=4.657800437402802,,,,,,,,,,,,
D,3548.70713,T,4425,cBag=4.958176617517591,,,,,,,,,,,,
D,3548.970016,T,4343,cBag=4.930572498867205,,,,,,,,,,,,
D,3757.559565,T,4264,cBag=5.221643286768919,,,,,,,,,,,,
D,3861.682425,T,3841,cBag=5.376082367213855,,,,,,,,,,,,
D,3800.688104,T,3843,cBag=4.535043015378271,,,,,,,,,,,,
D,3537.68391,T,5057,cBag=5.4457150379847175,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n45-k7.vrp,n,16,obj0Min,3674.440529,obj0Max,4375.061975,obj1Min,3996,obj1Max,4843,obj2Min,4.168448061,obj2Max,4.912384234
D,3862.613654,T,3996,cBag=4.818810406261104,,,,,,,,,,,,
D,3675.320276,T,4444,cBag=4.666896644080611,,,,,,,,,,,,
D,3891.955423,T,4211,cBag=4.633373477109585,,,,,,,,,,,,
D,4068.490817,T,4125,cBag=4.6388224377938805,,,,,,,,,,,,
D,3738.065486,T,4360,cBag=4.651977384614326,,,,,,,,,,,,
D,3674.440529,T,4676,cBag=4.73992041303649,,,,,,,,,,,,
D,3811.037759,T,4843,cBag=4.559134728450997,,,,,,,,,,,,
D,3814.872048,T,4674,cBag=4.506530015101512,,,,,,,,,,,,
D,3912.786928,T,4365,cBag=4.168448060832199,,,,,,,,,,,,
D,3871.917273,T,4480,cBag=4.197183471465766,,,,,,,,,,,,
D,4375.061975,T,4340,cBag=4.504546137329086,,,,,,,,,,,,
D,4223.143307,T,4342,cBag=4.477141588288308,,,,,,,,,,,,
D,3846.318416,T,4458,cBag=4.444194408021645,,,,,,,,,,,,
D,3804.642597,T,4236,cBag=4.625146977616271,,,,,,,,,,,,
D,3762.834223,T,4351,cBag=4.91238423364437,,,,,,,,,,,,
D,3992.966834,T,4177,cBag=4.641288832139188,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n46-k7.vrp,n,11,obj0Min,3316.322686,obj0Max,3691.914245,obj1Min,3613,obj1Max,4647,obj2Min,4.116792169,obj2Max,5.176467254
D,3511.330582,T,3798,cBag=4.116792169390459,,,,,,,,,,,,
D,3605.123774,T,3613,cBag=4.889551379071798,,,,,,,,,,,,
D,3454.599708,T,3857,cBag=4.1253535088032045,,,,,,,,,,,,
D,3691.914245,T,3725,cBag=4.399591984589296,,,,,,,,,,,,
D,3474.842135,T,3662,cBag=4.608551458993338,,,,,,,,,,,,
D,3430.463702,T,3764,cBag=4.361798098150617,,,,,,,,,,,,
D,3348.489153,T,3846,cBag=4.64506340108309,,,,,,,,,,,,
D,3413.046953,T,4015,cBag=4.4416691435388,,,,,,,,,,,,
D,3323.341647,T,4255,cBag=4.775839092361099,,,,,,,,,,,,
D,3341.44746,T,4110,cBag=4.731259291512519,,,,,,,,,,,,
D,3316.322686,T,4647,cBag=5.176467254069036,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n48-k7.vrp,n,2,obj0Min,3887.405566,obj0Max,3910.327819,obj1Min,4366,obj1Max,4816,obj2Min,4.483559672,obj2Max,5.147007111
D,3887.405566,T,4816,cBag=5.147007110599031,,,,,,,,,,,,
D,3910.327819,T,4366,cBag=4.48355967230501,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,5,A-n53-k7.vrp,n,12,obj0Min,4087.94475,obj0Max,4605.57509,obj1Min,4299,obj1Max,5459,obj2Min,4.457910068,obj2Max,5.251640867
D,4201.232314,T,5062,cBag=4.9818436456657,,,,,,,,,,,,
D,4232.135992,T,5077,cBag=4.744819143190828,,,,,,,,,,,,
D,4192.354143,T,5459,cBag=5.099857582345724,,,,,,,,,,,,
D,4605.57509,T,4726,cBag=4.457910068495607,,,,,,,,,,,,
D,4222.481423,T,4653,cBag=4.862395070082753,,,,,,,,,,,,
D,4087.94475,T,5204,cBag=5.251640867123031,,,,,,,,,,,,
D,4296.434583,T,4365,cBag=4.541691033523945,,,,,,,,,,,,
D,4317.965431,T,4300,cBag=4.525906559423697,,,,,,,,,,,,
D,4346.103395,T,4299,cBag=4.530563399404629,,,,,,,,,,,,
